term,z,n_high,n_low
independent tests,-1.3818657811113138,5,22
has been,-1.3828070135329333,12,37
established,-1.3828070135329333,12,37
include,-1.3828211429410375,14,41
measure,-1.3843578647369923,15,43
good idea,-1.3843578647369923,15,43
window,-1.386712010675373,16,45
report,-1.3870465473421372,25,62
moderate,-1.3897653713606792,17,47
and some,-1.393419819336454,18,49
suggests,-1.393419819336454,18,49
around,-1.393467966652687,36,82
emphasize,-1.4014040513748411,1,12
bureaus,-1.4014040513748411,1,12
generally find,-1.4014040513748411,1,12
in food,-1.4014040513748411,1,12
reviewed,-1.4014040513748411,1,12
contaminate,-1.4014040513748411,1,12
council,-1.4014040513748411,1,12
study is,-1.4014040513748411,1,12
blog,-1.4014040513748411,1,12
state or,-1.4014040513748411,1,12
scoring,-1.4014040513748411,1,12
version,-1.4014040513748411,1,12
development,-1.4063301303438192,4,20
property,-1.4063301303438192,4,20
probiotics,-1.4063301303438192,4,20
users,-1.4063301303438192,4,20
clinical,-1.408391905818583,28,68
the same,-1.4097572375692604,42,93
same,-1.4097572375692604,42,93
alternator,-1.4127196256747134,7,27
either,-1.4127196256747134,7,27
agency,-1.4127196256747134,7,27
experts,-1.4127196256747134,7,27
consistently,-1.4127196256747134,7,27
winter,-1.413157813725866,2,15
the model,-1.413157813725866,2,15
look up,-1.413157813725866,2,15
reduction in,-1.413157813725866,2,15
debris,-1.413157813725866,2,15
chemicals,-1.413157813725866,2,15
regulations,-1.413157813725866,2,15
mortality,-1.413157813725866,2,15
current,-1.4188005850946457,43,95
not affect,-1.4275027425921947,6,25
material,-1.4275027425921947,6,25
some studies,-1.4303009516704157,25,63
point,-1.4307848396554492,31,74
the exact,-1.4316307065367209,36,83
benefit for,-1.4396444172139395,3,18
less than,-1.4396444172139395,3,18
the general,-1.4396444172139395,3,18
headache,-1.4396444172139395,3,18
not aware,-1.4396444172139395,3,18
had,-1.4397465901192603,11,36
training,-1.4412801389456409,18,50
light,-1.4454463250109084,73,147
animal,-1.4471863032583252,5,23
no universal,-1.4471863032583252,5,23
measured,-1.4471863032583252,5,23
documentation,-1.4471863032583252,5,23
for specific,-1.4471863032583252,5,23
process,-1.4514067933026067,9,32
sodium,-1.4514067933026067,9,32
individual,-1.452724825607504,21,56
universal,-1.4544407014705996,43,96
type,-1.4566682663680084,29,71
materials,-1.4607526297129085,8,30
on the,-1.4663103319247097,112,212
reduce,-1.4725131393486266,110,209
reach,-1.4731759910778734,7,28
the study,-1.4731759910778734,7,28
types,-1.4733083200145063,4,21
define,-1.4774116785646638,1,13
general population,-1.4774116785646638,1,13
yes one,-1.4774116785646638,1,13
hr,-1.4774116785646638,1,13
driving conditions,-1.4774116785646638,1,13
strength and,-1.4774116785646638,1,13
authoritative,-1.4774116785646638,1,13
study found,-1.4774116785646638,1,13
can find,-1.4774116785646638,1,13
on testing,-1.4774116785646638,1,13
discussed,-1.4774116785646638,1,13
and safety,-1.4774116785646638,1,13
tenant rights,-1.4774116785646638,1,13
mixed results,-1.4774116785646638,1,13
gluten,-1.4852552063172946,14,43
it comes,-1.485504735337051,2,16
why,-1.485504735337051,2,16
good plan,-1.485504735337051,2,16
links,-1.485504735337051,2,16
comparison,-1.485504735337051,2,16
have found,-1.4867643947877922,13,41
compress,-1.4867643947877922,13,41
so,-1.4894802936872233,65,135
far,-1.4910638377932741,19,53
driving,-1.4923023277269778,34,81
hour,-1.4937555249309054,11,37
recent,-1.499739355228345,10,35
american dental,-1.500468642607441,0,10
cornell,-1.500468642607441,0,10
labelled if,-1.500468642607441,0,10
peer-reviewed study,-1.500468642607441,0,10
review by,-1.500468642607441,0,10
contaminate oil,-1.500468642607441,0,10
the alternator,-1.500468642607441,0,10
also ask,-1.500468642607441,0,10
their website,-1.500468642607441,0,10
establish,-1.500468642607441,0,10
department of,-1.500468642607441,0,10
discusses,-1.500468642607441,0,10
have different,-1.500468642607441,0,10
oil system,-1.500468642607441,0,10
world health,-1.500468642607441,0,10
administration,-1.500468642607441,0,10
has guidance,-1.500468642607441,0,10
sleep,-1.5049118729787196,97,189
the effect,-1.5070672212225593,36,85
website or,-1.5081157353778734,3,19
well-known,-1.5081157353778734,3,19
smoking,-1.5081157353778734,3,19
yes that's,-1.5106401591577354,5,24
design,-1.5106401591577354,5,24
internal,-1.5106401591577354,5,24
sample,-1.5106401591577354,5,24
the myth,-1.5106401591577354,5,24
percent,-1.5106401591577354,5,24
were,-1.5322032196200501,7,29
down,-1.5335307041146908,16,48
studies have,-1.5335307041146908,16,48
wise,-1.5339272124712422,15,46
adults,-1.5352827427369784,14,44
allow,-1.5377496357786622,13,42
the specific,-1.5490767740528124,23,62
there are,-1.5493514715066017,31,77
food safety,-1.5498317477609909,6,27
with water,-1.5499755970470397,1,14
search the,-1.5499755970470397,1,14
controlled trials,-1.5499755970470397,1,14
behaviour,-1.5499755970470397,1,14
evening,-1.5499755970470397,1,14
migration,-1.5499755970470397,1,14
no fixed,-1.5499755970470397,1,14
update,-1.5499755970470397,1,14
cell,-1.5499755970470397,1,14
also look,-1.5499755970470397,1,14
sheets,-1.555027366965509,2,17
world,-1.555027366965509,2,17
improved,-1.555027366965509,2,17
often cited,-1.555027366965509,2,17
nhs,-1.555027366965509,2,17
usda recommends,-1.555027366965509,2,17
publications,-1.555027366965509,2,17
nasal,-1.555027366965509,2,17
organization,-1.555027366965509,2,17
analyses,-1.555027366965509,2,17
find no,-1.555027366965509,2,17
less,-1.5568323061037874,55,120
higher,-1.5585117532407757,38,90
car,-1.5599373956798936,43,99
evidence is,-1.5682650069964073,34,83
models,-1.5723589575108536,5,25
they often,-1.5723589575108536,5,25
height,-1.5723589575108536,5,25
have specific,-1.5723589575108536,5,25
advises,-1.573710335375115,0,11
frequently after,-1.573710335375115,0,11
articles on,-1.573710335375115,0,11
on food,-1.573710335375115,0,11
require each,-1.573710335375115,0,11
fda and,-1.573710335375115,0,11
approach the,-1.573710335375115,0,11
examined,-1.573710335375115,0,11
battery manufacturers,-1.573710335375115,0,11
health organization,-1.573710335375115,0,11
has published,-1.573710335375115,0,11
replacement does,-1.573710335375115,0,11
uniform,-1.573710335375115,0,11
component to,-1.573710335375115,0,11
proteins,-1.573710335375115,0,11
adverse,-1.573710335375115,0,11
doesn't contaminate,-1.573710335375115,0,11
it yes,-1.573710335375115,0,11
american college,-1.573710335375115,0,11
normal engine,-1.573710335375115,0,11
residential,-1.573710335375115,0,11
pubmed for,-1.573710335375115,0,11
and later,-1.573710335375115,0,11
is considered,-1.573710335375115,0,11
looked at,-1.573710335375115,0,11
oil interval,-1.573710335375115,0,11
oil correct,-1.573710335375115,0,11
outline,-1.573710335375115,0,11
change engine,-1.573710335375115,0,11
ftc,-1.5742769357300972,3,20
websites,-1.5742769357300972,3,20
utilization,-1.5742769357300972,3,20
have shown,-1.5742769357300972,3,20
notes,-1.5742769357300972,3,20
i'm not,-1.5742769357300972,3,20
microwave-safe label,-1.5879292423642508,13,43
paper,-1.5898837885795718,7,30
estimates,-1.5898837885795718,7,30
then,-1.5917564122722299,23,63
and other,-1.5926383020113077,12,41
short-term,-1.5926383020113077,12,41
factor,-1.595179431807564,24,65
but is,-1.6070178570925944,10,37
mention,-1.6087359493682716,6,28
document,-1.6087359493682716,6,28
is limited,-1.6173095538546038,9,35
it's more,-1.6173095538546038,9,35
student,-1.6195078515345962,1,15
publication,-1.6195078515345962,1,15
by about,-1.6195078515345962,1,15
randomized controlled,-1.6195078515345962,1,15
conditions like,-1.6195078515345962,1,15
scores,-1.6195078515345962,1,15
similarly,-1.6195078515345962,1,15
the cochrane,-1.6195078515345962,1,15
supplementation,-1.6195078515345962,1,15
findings,-1.6220096924088707,2,18
public health,-1.6220096924088707,2,18
psychology,-1.6220096924088707,2,18
review found,-1.6220096924088707,2,18
the manufacturer's,-1.628041514839614,16,50
oils,-1.628041514839614,16,50
control,-1.6300568821776875,15,48
services,-1.6300568821776875,15,48
give you,-1.6324605611420704,5,26
visible,-1.6331026992015507,14,46
tire,-1.6331026992015507,14,46
where,-1.6373337529820424,13,44
use and,-1.6383259031268151,3,21
program,-1.6383259031268151,3,21
history,-1.6429358752125118,12,42
is mixed,-1.6429358752125118,12,42
nutrition,-1.6429358752125118,12,42
participants,-1.643692631295734,0,12
flags,-1.643692631295734,0,12
cochrane reviews,-1.643692631295734,0,12
fcc,-1.643692631295734,0,12
british journal,-1.643692631295734,0,12
references,-1.643692631295734,0,12
there isn't,-1.643692631295734,0,12
summaries,-1.643692631295734,0,12
landlord-tenant,-1.643692631295734,0,12
gov,-1.643692631295734,0,12
to show,-1.643692631295734,0,12
correct follow,-1.643692631295734,0,12
more frequently,-1.643692631295734,0,12
that's prudent,-1.643692631295734,0,12
like those,-1.643692631295734,0,12
jama,-1.643692631295734,0,12
can't point,-1.643692631295734,0,12
yes ask,-1.643692631295734,0,12
red flags,-1.643692631295734,0,12
dental association,-1.643692631295734,0,12
search pubmed,-1.643692631295734,0,12
credible,-1.646293128188449,7,31
temperatures,-1.646293128188449,7,31
veterinary,-1.6592037860828086,10,38
vaccines,-1.6592037860828086,10,38
practice,-1.6643094162975731,48,111
years,-1.6643094162975731,48,111
manufacturers recommend,-1.6662550951669897,6,29
enough to,-1.6771198480395937,15,49
yes use,-1.6863462790972794,1,16
papers,-1.6863462790972794,1,16
likely comes,-1.6866930008972998,2,19
explicitly,-1.6866930008972998,2,19
studied,-1.6866930008972998,2,19
roughly,-1.6866930008972998,2,19
can reduce,-1.68707402653096,27,73
system,-1.6906569005441514,28,75
as the,-1.6910509332779609,5,27
academic,-1.6910509332779609,5,27
limits,-1.6924373800063088,12,43
tenant,-1.7004352318291391,3,22
cited,-1.7015003975468466,7,32
that's reasonable,-1.7104774443458786,10,39
citation,-1.7108155619551195,0,13
college of,-1.7108155619551195,0,13
safe packaging,-1.7108155619551195,0,13
often recommend,-1.7108155619551195,0,13
textile,-1.7108155619551195,0,13
textbooks,-1.7108155619551195,0,13
al in,-1.7108155619551195,0,13
review on,-1.7108155619551195,0,13
enough combining,-1.7108155619551195,0,13
study but,-1.7108155619551195,0,13
on their,-1.7219607407392912,4,25
sites,-1.7339312072013628,13,46
visa,-1.7375355712365066,8,35
agencies,-1.7411733701413918,12,44
specifically,-1.7482256858366103,5,28
sports medicine,-1.7492841315835552,2,20
and food,-1.7492841315835552,2,20
ask the,-1.7492841315835552,2,20
cite,-1.7492841315835552,2,20
reduced,-1.750065638915895,11,42
articles,-1.7507716724304934,1,17
many manufacturers,-1.7507716724304934,1,17
is well,-1.7507716724304934,1,17
exact,-1.7557922569343711,47,112
warn,-1.7607563847234176,3,23
compared to,-1.7608778409773471,10,40
directly,-1.7619931871419419,17,55
help you,-1.7619931871419419,17,55
claim,-1.7720325728818338,105,213
batteries,-1.774235744098165,30,81
blue,-1.7746315983948686,14,49
commission,-1.775403470277539,0,14
journals like,-1.775403470277539,0,14
medicine found,-1.775403470277539,0,14
the international,-1.775403470277539,0,14
cdc and,-1.775403470277539,0,14
college,-1.775403470277539,0,14
meta-analyses,-1.775403470277539,0,14
vs,-1.775403470277539,0,14
your normal,-1.775403470277539,0,14
in journals,-1.775403470277539,0,14
database,-1.775403470277539,0,14
many manuals,-1.775403470277539,0,14
that's sensible,-1.775403470277539,0,14
more recent,-1.775403470277539,0,14
there,-1.7765726695820718,138,268
act,-1.7774554619472391,6,31
website for,-1.7799866644227076,4,26
no significant,-1.7799866644227076,4,26
federal,-1.7799866644227076,4,26
those,-1.7933671212620956,35,91
widely,-1.7983813839519107,22,66
resources,-1.8040713852461043,5,29
is far,-1.8040713852461043,5,29
require,-1.8063241313003187,50,119
cold compress,-1.8104415042327902,10,41
have tested,-1.8130202119214758,1,18
and oil,-1.8130202119214758,1,18
load,-1.8145615401439625,15,52
good approach,-1.8377236603919191,0,15
stated,-1.8377236603919191,0,15
concentrations,-1.8377236603919191,0,15
owner's manuals,-1.8377236603919191,0,15
manual or,-1.8377236603919191,0,15
literature,-1.8377236603919191,0,15
the british,-1.8377236603919191,0,15
research by,-1.8377236603919191,0,15
owner's,-1.8397791371021084,21,65
dental,-1.8408327682275465,8,37
products,-1.8458027871362952,18,59
general,-1.85374774280144,16,55
rigorous,-1.858666659685024,5,30
or the,-1.8591925998750054,15,53
any cold,-1.8592026858790183,10,42
the uk,-1.8688816140107398,2,22
states that,-1.8732926554886664,1,19
insulin,-1.8732926554886664,1,19
point to,-1.8732926554886664,1,19
replacement,-1.8794181204880496,46,114
research shows,-1.8918301824070893,4,28
no the,-1.892218613680448,17,58
service,-1.895967082584881,34,92
over,-1.897551338269965,69,156
and similar,-1.8979995248027315,0,16
of sports,-1.8979995248027315,0,16
concluded that,-1.8979995248027315,0,16
sites like,-1.8979995248027315,0,16
the best,-1.9173452425420026,24,73
credit,-1.9190367506857386,28,81
that's good,-1.9208668362182537,21,67
industry,-1.9261798228766043,2,23
can explain,-1.9317612548095466,1,20
deposits,-1.9317612548095466,1,20
inconsistent,-1.9322542613933456,3,26
manufacturer's,-1.9346229039486857,17,59
model,-1.9467899624715987,15,55
about,-1.9494899420868554,103,217
size,-1.9551606562789219,26,78
acid,-1.955996477230335,28,82
also has,-1.9564200251699875,0,17
foundation,-1.9564200251699875,0,17
meta-analysis in,-1.9564200251699875,0,17
minutes of,-1.9564200251699875,0,17
and others,-1.9564200251699875,0,17
also check,-1.9615652040034834,7,37
older,-1.9636186499713115,20,66
fully,-1.9636186499713115,20,66
fully charge,-1.964386281196619,5,32
certainly,-1.964386281196619,5,32
rate,-1.976548517637734,17,60
automotive,-1.9819765726607081,2,24
small,-1.9858155861679199,115,239
manufacturers and,-1.9885750442845596,1,21
they generally,-1.9885750442845596,1,21
shows,-1.9932299187647706,29,85
others,-1.998133679807453,14,54
documented,-1.9986289055553261,4,30
name,-1.9986289055553261,4,30
increased,-1.9986289055553261,4,30
most,-2.0017671033827997,194,371
yes either,-2.013146693169627,0,18
fine combining,-2.013146693169627,0,18
pages,-2.0156360304871135,5,33
the cold,-2.019020472948999,12,50
cold,-2.027311973785999,111,234
bodies,-2.036378333987832,2,25
claim that,-2.039733638956382,3,28
food science,-2.0438639439096074,1,22
of pediatrics,-2.0438639439096074,1,22
population,-2.0438639439096074,1,22
far more,-2.0503197982109276,4,31
vehicle,-2.059060362952473,7,39
capacity,-2.059060362952473,7,39
independent,-2.06517504692436,30,89
exposure,-2.0656955961507695,31,91
the claim,-2.0656955961507695,31,91
physics,-2.068318900992716,0,19
explains,-2.068318900992716,0,19
either is,-2.068318900992716,0,19
find the,-2.068318900992716,0,19
pubmed,-2.068318900992716,0,19
guide,-2.0742703099568365,15,58
plus,-2.084970011411581,6,37
typical,-2.0930130686759894,18,65
british,-2.0977419833466002,1,23
ranges,-2.0977419833466002,1,23
benefit the,-2.1009565702125306,4,32
standard,-2.1030628315152846,47,123
who,-2.1097237800162234,9,45
ask,-2.114011797587935,50,129
they recommend,-2.1220578971576476,0,20
have published,-2.1220578971576476,0,20
mixed,-2.1265972709176726,19,68
key is,-2.1413663016784272,2,27
between,-2.1501758760712453,42,115
one microwave-safe,-2.1503098651677957,1,24
adequate,-2.1503098651677957,1,24
the epa,-2.1503098651677957,1,24
systematic reviews,-2.1503098651677957,1,24
recommendations,-2.1503098651677957,1,24
studies show,-2.150540984389631,22,75
uk,-2.150596090969624,4,33
surveys,-2.1635941843578603,5,36
yes it's,-2.1635941843578603,5,36
systematic review,-2.1744699437626998,0,21
reports and,-2.1744699437626998,0,21
university extension,-2.1744699437626998,0,21
home,-2.1757010004329644,39,110
section,-2.192113684890467,2,28
associations,-2.192113684890467,2,28
up to,-2.192306813949554,3,31
levels,-2.1978824284172163,20,72
can search,-2.2016570244686458,1,25
overkill but,-2.2016570244686458,1,25
than,-2.2037773884171017,214,415
organisations,-2.2111395216167824,5,37
cold is,-2.2111395216167824,5,37
usda,-2.226547926564341,6,40
per,-2.239633594300198,29,92
look at,-2.249350961537325,11,53
limited,-2.2568884016743462,23,80
wood,-2.257867340559827,5,38
blue light,-2.2646471673782256,8,46
the fda,-2.2646471673782256,8,46
studies in,-2.2756776343909952,0,23
publishes,-2.2756776343909952,0,23
the usda,-2.294032400196342,4,36
for the,-2.29419744738042,67,167
the cdc,-2.3010003017074006,1,27
show that,-2.3038148547552955,5,39
after,-2.3100884347881023,87,204
they,-2.3166589335267465,252,484
conditions,-2.317823822181989,49,134
safer one,-2.3246307314650707,0,24
yes hours,-2.3246307314650707,0,24
sufficient packaging,-2.3246307314650707,0,24
meta-analysis,-2.3246307314650707,0,24
aluminum,-2.3246307314650707,0,24
it safer,-2.3246307314650707,0,24
redundant correct,-2.3246307314650707,0,24
reviews on,-2.3246307314650707,0,24
so hours,-2.3246307314650707,0,24
typically,-2.344025261014436,28,93
to fully,-2.34913254042295,1,28
correct the,-2.36139730063656,6,43
certainly overkill,-2.372574667873328,0,25
but effective,-2.372574667873328,0,25
dermatology,-2.372574667873328,0,25
published in,-2.372574667873328,0,25
searching,-2.372574667873328,0,25
international,-2.372574667873328,0,25
all you,-2.372574667873328,0,25
summarize the,-2.372574667873328,0,25
is all,-2.372574667873328,0,25
cochrane review,-2.382163079462008,3,35
car batteries,-2.3849980885179782,2,32
including,-2.391783254673324,10,54
as,-2.3942356459318788,205,411
researchers,-2.396318365917113,1,29
department,-2.396318365917113,1,29
trial,-2.4049944593832637,6,44
testing,-2.4053358245864205,22,82
like the,-2.406624432258319,14,64
concluded,-2.419569434136143,0,26
is effective,-2.4309651740631018,2,33
randomized,-2.4426107534091956,1,30
same any,-2.4426107534091956,1,30
data,-2.4542182240775907,59,158
age,-2.459456602081629,13,63
center,-2.465669303381577,0,27
label multiple,-2.465669303381577,0,27
compared,-2.472658653528793,10,56
states,-2.4740560014177744,4,40
public,-2.483108796867875,14,66
visible label,-2.488057966085796,1,31
one visible,-2.488057966085796,1,31
mechanism,-2.4929367632120036,11,59
note,-2.4939144850067754,9,54
guidelines,-2.4946718605147047,16,71
or,-2.5056144690919786,983,1644
comes,-2.509157797829018,18,76
charge most,-2.510923566296349,0,28
batteries manuals,-2.510923566296349,0,28
is certainly,-2.510923566296349,0,28
review in,-2.510923566296349,0,28
correct one,-2.510923566296349,0,28
effective correct,-2.510923566296349,0,28
require one,-2.510923566296349,0,28
minutes so,-2.510923566296349,0,28
the mechanism,-2.517293253580712,4,41
peer-reviewed,-2.520513278025585,2,35
below,-2.531918457561104,11,60
society,-2.532704116944557,1,32
review,-2.550511278925797,36,116
page,-2.5523054028039995,12,63
yes it,-2.5553771488940162,0,29
labels are,-2.5553771488940162,0,29
science,-2.5580661800606626,14,68
lists,-2.55920762700056,3,39
sports,-2.55920762700056,3,39
correct it's,-2.55988299320015,4,42
note that,-2.564171010590995,2,36
specific,-2.5686479015678083,126,285
cdc,-2.5765896478993495,1,33
most car,-2.5990711351580154,0,30
combining is,-2.5990711351580154,0,30
and the,-2.607391602502564,68,181
food,-2.6148460779813623,86,215
while,-2.639244734900853,28,102
explain that,-2.6420432118720507,0,31
shows that,-2.6420432118720507,0,31
factor no,-2.6420432118720507,0,31
compress is,-2.6420432118720507,0,31
organizations like,-2.6420432118720507,0,31
these,-2.6420432118720507,0,31
is unnecessary,-2.6470111291711906,5,47
controlled,-2.647428880682364,13,68
tests,-2.6503878755039807,26,98
such as,-2.654114160475822,6,50
pediatrics,-2.6622246696953376,1,35
guidance,-2.670954341433994,28,103
several,-2.6757595663505875,8,56
however,-2.6837024710045974,11,64
american academy,-2.6840240905105417,4,45
reviews,-2.692295074674677,30,108
find,-2.695737903386235,38,125
epa,-2.704040110168666,1,36
fda,-2.720669232633823,11,65
list,-2.723995895194975,15,75
key factor,-2.725957628976857,0,33
effective yes,-2.725957628976857,0,33
extension services,-2.725957628976857,0,33
can also,-2.739738300691859,27,103
was,-2.7403670228166894,47,145
this,-2.7462142190502306,26,101
similar,-2.757265237317245,11,66
has,-2.7598505968440534,166,365
describe,-2.763991099988702,4,47
state that,-2.766961526452796,0,34
guidance on,-2.766961526452796,0,34
that's wise,-2.766961526452796,0,34
institute,-2.766961526452796,0,34
welcome if,-2.772588618041837,2,41
which,-2.7995876146252408,77,206
also,-2.8037308655488085,147,334
manuals recommend,-2.812489566805254,2,42
mechanism is,-2.812489566805254,2,42
for example,-2.8258245988775843,1,39
manufacturer,-2.8264696841481247,13,73
consumer reports,-2.8471999935234744,0,36
specify,-2.8471999935234744,0,36
the national,-2.865283464927888,1,40
more than,-2.8653737077007215,39,133
you're welcome,-2.8849390970431865,6,56
welcome,-2.8849390970431865,6,56
academy,-2.917930619628263,4,51
academy of,-2.917930619628263,4,51
study by,-2.925240540479475,0,38
comes from,-2.9350109109279034,11,71
example,-2.9426321735073104,1,42
at,-2.9431277903912303,202,438
found no,-2.946183105153931,14,79
approach,-2.9626282922681577,26,108
standards require,-2.963491047974618,0,39
recommend minutes,-2.963491047974618,0,39
want can,-3.03854943388812,0,41
et,-3.03854943388812,0,41
al,-3.03854943388812,0,41
can summarize,-3.03854943388812,0,41
et al,-3.03854943388812,0,41
and found,-3.041267193257132,2,48
university,-3.055023459378302,1,45
recommends,-3.065725089174227,6,61
showing,-3.099189655056742,5,59
medicine,-3.100766942417296,6,62
trials,-3.1047942236393506,11,76
summarize,-3.1117999351273733,0,43
search for,-3.140667496262983,3,54
the us,-3.140667496262983,3,54
organizations,-3.144652696214001,8,69
systematic,-3.163461703819905,1,48
journals,-3.1833673545582255,0,45
studies on,-3.2337518846551028,1,50
extension,-3.2375530809712516,6,66
their,-3.2416675788663016,31,129
than enough,-3.24509943043375,3,57
by,-3.26657607147428,304,634
packaging standards,-3.2878024349363844,0,48
us,-3.3373041697858676,5,66
research on,-3.3403435464549167,4,63
is the,-3.423447279112055,45,167
yes the,-3.433521369464835,6,72
that's the,-3.44151176136102,18,105
cochrane,-3.444851377202656,3,63
the journal,-3.487314852990366,0,54
association,-3.5587488942950776,7,79
study in,-3.582913309342791,0,57
packaging,-3.613376210963388,2,65
the key,-3.6267755120002083,4,72
guides,-3.634014882809246,3,69
for,-3.6584826492766034,1225,2156
explain,-3.715387294226862,10,93
national,-3.7549941248768466,3,73
key,-3.798110146825709,9,93
consumer,-3.824977986505815,7,88
manuals,-3.835457817406545,4,79
search,-3.841340669322274,19,122
recommend,-3.8878764310846203,82,266
found that,-3.8964557744914505,1,71
website,-3.9015658232285206,17,119
journal of,-4.082636927020092,0,74
standards,-4.13655761983985,5,93
state,-4.142535218291982,21,139
on,-4.1573352841674325,651,1292
publish,-4.271477533684024,0,81
show,-4.292021147687911,61,241
reports,-4.327678946566202,4,97
published,-4.347102193452115,2,91
from,-4.3808267259408336,277,668
research,-4.395041705748667,65,255
journal,-4.477575002273092,0,89
in the,-4.478873406121337,79,290
the american,-4.5717121518373345,5,110
look for,-4.617319050498724,17,148
look,-4.669064157584997,49,232
like,-4.688825318770582,148,445
manufacturers,-4.698108279139256,13,140
american,-4.739693554608046,5,117
correct,-5.200977343673125,63,293
study,-5.688541847140343,40,263
of,-5.948336979120138,480,1174
the,-6.165489643818238,3280,5783
studies,-6.220432507201958,94,428
found,-6.799087934267867,37,321
in,-7.191899657837624,586,1501
and,-7.8118702169606475,2148,4287
yes,-9.654817346071088,71,636
